,id,branch,found,course,daynight,major,school,school_area,sex,age,hire_state,b022,b023,b036,b038,b039,b040,f009,i001,i033,i037,i042,i046,i066,i076,l001,l009,l016,m002,k110,k004,k007,k009,k011,q001,q002,q003,q004,q006,p001,p026,p029,p036,p045
837,5831.0,1.0,3.0,3.0,0,1.0,2.0,0,0,25.916666666666668,0,6.0,3.0,1,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,300,5,0,0,0,0,0,4.0,0.0,5.0,0,2.0,1.0,5.0,3.0,3.01,1
840,5841.0,1.0,1.0,3.0,0,1.0,2.0,0,1,24.583333333333332,0,2.0,2.0,0,0,1,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,10,0,0,0,0,0,0,2.0,1.0,8.0,0,3.0,1.0,2.0,2.0,2.0,0
853,5917.0,1.0,1.0,3.0,0,1.0,2.0,0,0,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,170,2,0,0,0,0,0,4.0,3.0,7.0,1,3.0,1.0,5.0,3.0,5.0,1
861,5967.0,1.0,3.0,3.0,0,1.0,2.0,1,0,26.916666666666668,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,0,10,0,0,0,0,1,0,5.0,1.0,6.0,0,3.0,1.0,3.0,5.0,3.01,1
863,5970.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,200,1,0,0,0,0,0,4.0,4.0,6.0,0,3.0,1.0,5.0,5.0,6.0,0
866,5980.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.25,0,0.0,0.0,0,0,0,0,1.0,1,940,0.0,0.0,0,0,0,1.0,0,550,0,0,0,0,0,0,5.0,4.0,8.0,0,4.0,1.0,5.0,5.0,3.01,0
872,6020.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,220,1.0,1,720,0,0,0,0,1,1,3.0,7.0,6.0,1,3.0,1.0,5.0,3.0,3.0,1
879,6048.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.666666666666668,1,0.0,0.0,0,0,0,0,1.0,1,835,150.0,0.0,0,0,208,1.0,1,8,2,1,1,0,0,1,5.0,3.0,8.0,0,3.0,1.0,3.0,3.0,3.01,0
892,6090.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.5,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,24,1,0,1,0,1,0,2.0,2.0,7.0,0,4.0,1.0,3.0,3.0,3.0,0
893,6097.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.75,1,0.0,0.0,0,0,0,0,1.0,1,895,0.0,0.0,0,0,0,1.0,1,20,2,1,0,1,1,1,4.0,1.0,7.0,0,1.0,1.0,3.0,3.0,6.0,1
904,6146.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.666666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,160,2,1,1,1,1,1,4.0,1.0,6.0,0,4.0,1.0,6.0,3.0,3.01,1
906,6152.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.25,1,0.0,0.0,0,0,0,0,1.0,1,900,0.0,0.0,0,0,0,1.0,1,2,0,0,0,0,0,1,4.0,2.0,7.0,0,4.0,1.0,5.0,5.0,6.0,0
907,6167.0,1.0,3.0,3.0,0,1.0,2.0,1,1,25.666666666666668,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,0,16,0,0,1,1,1,1,5.0,3.0,6.0,0,4.0,1.0,5.0,5.0,5.0,0
916,6224.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.5,1,0.0,0.0,0,0,0,0,1.0,1,780,0.0,0.0,0,0,0,1.0,0,1,2,1,0,0,1,1,4.0,5.0,6.0,0,3.0,1.0,6.0,5.0,5.0,0
922,6273.0,1.0,1.0,3.0,0,1.0,2.0,0,1,23.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,480,0,0,0,0,0,0,3.0,2.0,5.0,0,3.0,1.0,5.0,4.0,3.01,0
932,6311.0,1.0,1.0,3.0,0,1.0,2.0,0,1,26.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,875,0.0,0.0,0,0,0,1.0,1,100,0,1,0,0,0,0,4.0,1.0,7.0,0,3.0,1.0,5.0,3.0,5.0,0
936,6346.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.666666666666668,0,20.0,0.0,1,0,1,0,1.0,1,0,160.0,0.0,0,0,0,1.0,1,36,3,0,0,0,0,0,4.0,4.0,6.0,0,3.0,1.0,3.0,3.0,4.0,0
949,6386.0,1.0,4.0,3.0,0,1.0,2.0,1,1,23.833333333333332,1,0.0,0.0,0,0,0,0,1.0,1,895,140.0,0.0,0,0,0,1.0,1,200,0,0,1,0,1,0,4.0,1.0,6.0,0,4.0,1.0,3.0,3.0,5.0,0
953,6401.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.833333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,120,0,0,1,1,1,1,3.0,0.0,6.0,0,3.0,1.0,5.0,5.0,2.0,0
962,6436.0,1.0,3.0,3.0,0,1.0,2.0,1,0,29.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,945,0.0,0.0,0,0,0,1.0,1,350,3,1,1,0,1,0,4.0,11.0,7.0,0,3.0,1.0,3.0,3.0,1.0,1
984,6594.0,1.0,3.0,3.0,0,1.0,2.0,0,1,27.25,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,420,1,0,0,0,0,0,5.0,3.0,7.0,0,3.0,1.0,3.0,1.0,1.0,0
985,6608.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.666666666666668,0,19.0,1.0,0,1,0,1,1.0,0,780,0.0,0.0,0,0,0,1.0,1,120,2,0,0,0,0,0,3.0,1.0,8.0,0,2.0,1.0,3.0,3.0,3.01,0
986,6610.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.583333333333332,1,0.0,0.0,0,0,0,0,1.0,1,905,0.0,0.0,0,0,0,1.0,1,180,0,0,0,0,0,0,4.0,0.0,8.0,0,3.0,1.0,2.0,5.0,3.01,0
990,6641.0,1.0,3.0,3.0,0,1.0,2.0,1,1,23.75,1,0.0,0.0,0,0,0,0,1.0,0,785,0.0,0.0,0,0,0,1.0,1,350,1,0,0,0,0,1,4.0,3.0,7.0,0,3.0,1.0,3.0,3.0,1.0,0
991,6645.0,1.0,3.0,3.0,0,1.0,2.0,1,0,28.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,830,130.0,0.0,0,0,0,1.0,1,72,1,0,0,0,0,0,2.0,2.0,7.0,0,3.0,1.0,5.0,5.0,4.0,1
993,6658.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.75,1,0.0,0.0,0,0,0,0,1.0,0,880,0.0,0.0,0,0,0,1.0,1,80,0,0,1,1,1,1,4.0,2.0,7.0,0,3.0,1.0,5.0,4.0,4.0,0
994,6664.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,8,2,0,0,0,0,0,3.0,8.0,7.0,0,3.0,1.0,3.0,3.0,2.0,1
999,6682.0,2.0,3.0,3.0,0,1.0,2.0,0,1,23.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,740,0.0,0.0,0,0,0,1.0,1,16,3,1,0,1,1,0,5.0,7.0,4.0,0,2.0,1.0,3.0,3.0,4.0,0
1003,6688.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.333333333333332,1,0.0,0.0,0,0,0,0,2.0,0,760,0.0,0.0,0,0,0,1.0,1,450,1,0,0,0,0,1,3.0,8.0,6.0,1,3.0,1.0,3.0,6.0,1.0,1
1006,6696.0,1.0,3.0,3.0,0,1.0,2.0,0,1,24.833333333333332,0,0.0,0.0,0,0,0,0,1.0,0,820,120.0,0.0,0,0,0,1.0,1,20,2,0,0,0,1,1,3.0,1.0,6.0,0,2.0,1.0,3.0,3.0,5.0,0
1016,6757.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.416666666666668,0,0.0,0.0,0,0,0,0,1.0,0,915,0.0,0.0,0,0,0,1.0,1,500,0,0,0,0,0,0,2.0,0.0,9.0,0,3.0,1.0,3.0,3.0,3.01,0
1019,6766.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.0,0,43.0,1.0,0,0,0,1,1.0,0,680,0.0,0.0,0,0,0,1.0,1,200,6,0,0,0,0,0,3.0,1.0,8.0,0,4.0,1.0,3.0,3.0,3.01,0
1022,6773.0,1.0,5.0,3.0,0,1.0,2.0,0,1,24.75,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,4,0,0,0,0,0,0,2.0,2.0,6.0,0,4.0,1.0,5.0,3.0,3.01,0
1026,6783.0,1.0,3.0,3.0,0,1.0,2.0,0,1,26.416666666666668,0,4.0,1.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,0,0,0,0,0,0,2.0,0.0,7.0,0,3.0,1.0,3.0,5.0,2.0,0
1032,6807.0,1.0,1.0,3.0,0,1.0,2.0,0,1,24.666666666666668,0,20.0,5.0,1,1,1,0,1.0,1,665,0.0,0.0,0,0,220,1.0,1,80,4,0,0,0,0,1,3.0,0.0,7.0,0,4.0,1.0,5.0,3.0,3.01,0
1035,6828.0,1.0,3.0,3.0,0,1.0,2.0,1,1,24.583333333333332,0,0.0,0.0,0,0,0,0,2.0,1,0,0.0,0.0,0,0,0,1.0,0,20,0,0,0,0,1,0,5.0,10.0,8.0,0,1.0,1.0,3.0,3.0,1.0,0
1048,6881.0,3.0,3.0,3.0,0,1.0,2.0,0,1,24.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,50,0,0,0,0,0,1,3.0,6.0,6.0,0,3.0,1.0,5.0,5.0,4.0,0
1067,6924.0,1.0,1.0,3.0,0,1.0,2.0,0,0,27.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,800,0.0,0.0,0,0,0,1.0,1,100,1,1,1,1,1,1,5.0,2.0,7.0,0,4.0,1.0,5.0,3.0,3.01,1
1083,6964.0,1.0,4.0,3.0,0,1.0,2.0,1,0,30.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,855,0.0,0.0,0,0,0,1.0,1,10,0,0,0,0,0,0,3.0,2.0,6.0,0,3.0,1.0,3.0,3.0,3.0,1
1085,6968.0,1.0,2.0,3.0,0,1.0,2.0,1,0,28.0,1,0.0,0.0,0,0,0,0,1.0,1,930,0.0,0.0,0,0,0,1.0,0,50,0,0,0,0,0,0,4.0,2.0,7.0,0,3.0,1.0,5.0,3.0,5.0,1
1094,7003.0,1.0,3.0,3.0,0,1.0,2.0,1,1,27.166666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,2,0,0,0,0,0,0,4.0,6.0,6.0,0,3.0,1.0,3.0,3.0,2.0,0
1097,7033.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,240,6,0,0,1,1,1,3.0,3.0,7.0,0,3.0,1.0,5.0,5.0,4.0,1
1100,7040.0,1.0,3.0,3.0,0,1.0,2.0,0,0,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,695,0.0,0.0,0,0,0,1.0,1,160,1,0,1,0,1,1,2.0,2.0,6.0,0,2.0,1.0,3.0,3.0,2.0,1
1101,7041.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.416666666666668,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,140,3,0,0,0,0,0,2.0,0.0,7.0,0,4.0,1.0,5.0,3.0,2.0,0
1111,7079.0,1.0,1.0,3.0,0,1.0,2.0,0,0,29.666666666666668,0,0.0,0.0,0,0,0,0,1.0,0,950,0.0,0.0,0,0,0,1.0,1,30,0,1,0,0,0,0,3.0,2.0,7.0,0,4.0,1.0,4.0,3.0,4.0,1
1135,7226.0,1.0,3.0,3.0,0,1.0,2.0,1,1,28.083333333333332,0,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,172,215,1.0,1,4,0,0,0,0,0,0,2.0,0.0,9.0,0,2.0,1.0,3.0,3.0,1.0,0
1139,7240.0,1.0,3.0,3.0,0,1.0,2.0,1,1,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,30,0,0,0,1,1,1,3.0,5.0,6.0,0,1.0,1.0,6.0,5.0,5.0,0
1143,7267.0,1.0,3.0,3.0,0,1.0,2.0,0,1,25.25,1,0.0,0.0,0,0,0,0,1.0,0,850,0.0,0.0,0,0,0,1.0,1,300,0,0,0,0,0,0,4.0,3.0,6.0,0,3.0,1.0,3.0,3.0,3.0,0
1149,7317.0,1.0,1.0,3.0,0,1.0,2.0,0,1,31.25,0,0.0,0.0,0,0,0,0,1.0,0,0,130.0,0.0,0,0,0,1.0,0,400,0,0,0,0,0,0,5.0,3.0,7.0,0,1.0,1.0,5.0,3.0,2.0,0
1174,7431.0,1.0,4.0,3.0,0,1.0,2.0,1,0,29.25,1,0.0,0.0,0,0,0,0,2.0,0,970,0.0,0.0,0,0,0,1.0,1,1600,0,0,0,0,0,0,3.0,1.0,6.0,0,1.0,1.0,1.0,2.0,3.0,1
1175,7432.0,1.0,4.0,3.0,0,1.0,2.0,1,0,28.416666666666668,0,0.0,0.0,0,0,0,0,1.0,0,960,0.0,0.0,0,0,0,1.0,1,100,1,0,0,0,0,0,4.0,3.0,6.0,0,3.0,1.0,5.0,5.0,6.0,1
1177,7439.0,1.0,4.0,3.0,0,1.0,2.0,1,1,26.166666666666668,1,0.0,0.0,0,0,0,0,2.0,0,985,0.0,0.0,0,0,0,1.0,1,140,0,0,1,1,0,0,4.0,2.0,7.0,0,3.0,1.0,6.0,6.0,3.01,0
1182,7475.0,1.0,1.0,3.0,0,1.0,2.0,0,1,25.5,0,0.0,0.0,0,0,0,0,1.0,0,700,0.0,0.0,0,0,0,1.0,1,100,0,0,0,0,0,0,4.0,2.0,7.0,0,1.0,1.0,6.0,6.0,4.0,0
1183,7476.0,1.0,3.0,3.0,0,1.0,2.0,0,0,27.583333333333332,1,0.0,0.0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,1.0,1,960,2,0,0,0,0,0,4.0,5.0,6.0,0,3.0,2.0,5.0,5.0,3.01,1
1186,7506.0,1.0,3.0,3.0,0,2.0,2.0,1,1,25.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,930,0.0,0.0,0,0,0,1.0,1,64,1,0,1,1,1,1,4.0,0.0,7.0,0,4.0,1.0,4.0,3.0,3.01,0
1190,7534.0,1.0,3.0,3.0,0,2.0,2.0,1,0,30.333333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,200,0,1,0,0,0,1,4.0,3.0,7.0,0,3.0,1.0,3.0,3.0,6.0,1
1196,7585.0,1.0,3.0,3.0,0,2.0,2.0,1,0,30.416666666666668,1,0.0,0.0,0,0,0,0,6.0,0,780,0.0,0.0,0,0,0,1.0,0,10,1,0,0,0,0,0,5.0,3.0,6.0,0,4.0,1.0,3.0,2.0,3.0,1
1201,7611.0,1.0,1.0,3.0,0,2.0,2.0,0,1,25.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,780,0.0,0.0,0,0,0,1.0,1,9,1,0,0,0,0,0,4.0,1.0,7.0,0,1.0,1.0,1.0,5.0,3.0,0
1216,7669.0,1.0,3.0,3.0,1,2.0,2.0,0,1,22.333333333333332,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,120,1,0,0,1,0,0,3.0,2.0,8.0,0,3.0,1.0,3.0,5.0,3.0,0
1225,7725.0,1.0,1.0,3.0,0,2.0,2.0,0,0,27.083333333333332,0,20.0,5.0,0,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,564,1,0,0,0,0,0,4.0,3.0,8.0,0,1.0,1.0,2.0,3.0,2.0,1
1261,7893.0,1.0,3.0,3.0,0,2.0,2.0,0,0,25.75,0,20.0,5.0,1,1,1,1,6.0,0,615,0.0,0.0,0,0,0,1.0,1,160,12,0,0,1,1,0,5.0,2.0,5.0,0,1.0,1.0,1.0,2.0,1.0,1
1262,7903.0,3.0,3.0,3.0,0,2.0,2.0,0,0,27.5,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,0,0,0,0,0,0,4.0,4.0,8.0,0,3.0,1.0,3.0,3.0,2.0,1
1274,7939.0,1.0,3.0,3.0,0,2.0,2.0,0,0,27.75,1,0.0,0.0,0,0,0,0,1.0,1,775,130.0,0.0,0,0,0,1.0,1,40,1,0,1,0,1,1,5.0,14.0,6.0,0,3.0,1.0,6.0,3.0,2.0,1
1289,8019.0,1.0,3.0,3.0,0,2.0,2.0,1,1,27.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,0,1,0,0,0,1,4.0,3.0,7.0,0,2.0,1.0,4.0,3.0,3.0,0
1291,8030.0,1.0,1.0,3.0,0,2.0,2.0,0,0,28.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,160,7,0,0,0,0,0,2.0,0.0,5.0,0,1.0,1.0,2.0,3.0,2.0,1
1294,8056.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.166666666666668,1,0.0,0.0,0,0,0,0,6.0,1,515,0.0,0.0,0,0,0,1.0,1,100,2,0,0,0,0,1,3.0,0.0,7.0,0,2.0,1.0,3.0,3.0,3.01,0
1295,8068.0,1.0,4.0,3.0,0,2.0,2.0,0,0,30.083333333333332,0,50.0,8.0,1,1,1,0,1.0,0,740,130.0,0.0,0,0,0,1.0,1,36,2,1,1,0,0,1,2.0,1.0,6.0,0,3.0,1.0,3.0,3.0,5.0,1
1314,8171.0,1.0,3.0,3.0,0,2.0,2.0,1,0,27.333333333333332,1,0.0,0.0,0,0,0,0,3.0,0,920,0.0,0.0,0,0,0,1.0,0,85,1,0,1,1,1,1,4.0,4.0,7.0,0,4.0,1.0,5.0,3.0,5.0,1
1319,8208.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.083333333333332,1,0.0,0.0,0,0,0,0,1.0,0,850,170.0,0.0,0,0,0,1.0,0,32,0,0,0,0,0,1,3.0,13.0,6.0,0,2.0,1.0,3.0,3.0,1.0,0
1330,8267.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.5,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,196,9,0,0,1,1,1,4.0,0.0,8.0,0,4.0,1.0,3.0,3.0,3.01,0
1332,8281.0,3.0,3.0,3.0,0,2.0,2.0,0,0,29.25,0,50.0,10.0,0,1,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,36,4,0,0,1,1,0,5.0,7.0,8.0,0,3.0,1.0,1.0,2.0,3.0,1
1338,8322.0,1.0,3.0,3.0,0,2.0,2.0,0,0,26.333333333333332,1,0.0,0.0,0,0,0,0,1.0,1,805,0.0,0.0,0,0,0,1.0,1,150,1,0,0,1,1,1,4.0,8.0,7.0,1,3.0,1.0,3.0,3.0,5.0,1
1339,8325.0,1.0,3.0,3.0,0,2.0,2.0,0,0,28.583333333333332,0,10.0,0.0,0,1,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,0,1,0,0,0,0,3.0,5.0,5.0,0,4.0,1.0,3.0,3.0,3.01,1
1347,8368.0,1.0,3.0,3.0,0,2.0,2.0,0,0,28.166666666666668,1,0.0,0.0,0,0,0,0,10.0,0,955,0.0,0.0,0,0,0,1.0,0,21,1,0,0,0,0,0,4.0,5.0,7.0,0,3.0,1.0,3.0,3.0,3.01,1
1349,8383.0,1.0,1.0,3.0,0,2.0,2.0,0,0,29.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,20,0,0,0,0,0,0,4.0,5.0,7.0,0,3.0,1.0,2.0,2.0,2.0,1
1354,8430.0,1.0,3.0,3.0,0,2.0,2.0,0,0,26.75,1,0.0,0.0,0,0,0,0,1.0,0,600,0.0,0.0,0,0,0,1.0,1,20,2,0,0,0,0,0,4.0,2.0,7.0,0,3.0,1.0,5.0,3.0,3.0,1
1355,8433.0,1.0,1.0,3.0,0,2.0,2.0,0,1,27.25,0,30.0,2.0,1,1,1,1,1.0,0,655,0.0,0.0,0,0,0,1.0,1,48,4,1,0,0,1,1,4.0,0.0,6.0,0,2.0,1.0,3.0,3.0,1.0,0
1356,8440.0,1.0,3.0,3.0,0,2.0,2.0,0,1,23.666666666666668,0,0.0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0,0,0,1.0,1,20,6,0,0,0,0,0,3.0,4.0,7.0,0,5.0,1.0,3.0,3.0,4.0,0
1359,8447.0,1.0,3.0,3.0,0,2.0,2.0,0,0,25.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,60,3,0,0,0,0,0,3.0,1.0,7.0,1,1.0,1.0,3.0,3.0,3.01,1
1362,8462.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.5,0,30.0,3.0,0,1,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,500,3,0,0,0,0,0,2.0,2.0,6.0,0,2.0,1.0,3.0,3.0,3.0,0
1371,8500.0,1.0,3.0,3.0,0,2.0,2.0,1,1,25.5,1,0.0,0.0,0,0,0,0,1.0,1,915,0.0,0.0,0,0,0,1.0,1,1080,8,0,0,0,0,0,4.0,0.0,7.0,0,4.0,1.0,3.0,3.0,3.0,0
1380,8555.0,1.0,4.0,3.0,1,2.0,2.0,0,1,27.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,3,0,0,0,0,0,2.0,1.0,7.0,0,3.0,1.0,3.0,2.0,1.0,0
1396,8643.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.833333333333332,0,0.0,0.0,0,0,0,0,1.0,0,730,0.0,0.0,0,0,0,1.0,0,200,0,0,0,0,0,0,4.0,0.0,8.0,0,1.0,1.0,3.0,4.0,2.0,0
1399,8649.0,1.0,3.0,3.0,0,2.0,2.0,0,1,26.25,1,0.0,0.0,0,0,0,0,1.0,1,0,140.0,0.0,0,0,0,1.0,0,15,1,0,1,0,0,1,5.0,0.0,6.0,1,3.0,1.0,5.0,5.0,5.0,0
1400,8651.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.25,1,0.0,0.0,0,0,0,0,1.0,1,0,0.0,0.0,0,0,0,1.0,1,5,2,0,0,0,0,0,4.0,6.0,7.0,0,3.0,1.0,3.0,4.0,1.0,0
1418,8737.0,1.0,3.0,3.0,0,2.0,2.0,1,0,30.333333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,2,1,0,0,0,0,1,2.0,2.0,7.0,1,4.0,1.0,3.0,3.0,3.01,1
1419,8744.0,1.0,3.0,3.0,0,2.0,2.0,1,1,27.5,1,0.0,0.0,0,0,0,0,1.0,0,920,0.0,0.0,0,0,0,1.0,1,2,2,0,0,0,0,1,4.0,0.0,6.0,0,4.0,1.0,5.0,5.0,3.01,0
1436,8849.0,1.0,1.0,3.0,0,2.0,2.0,0,0,27.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,780,0.0,0.0,0,0,0,1.0,1,30,0,0,0,0,0,0,3.0,10.0,7.0,0,4.0,1.0,6.0,3.0,4.0,1
1439,8861.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.5,0,1.0,1.0,0,0,0,1,1.0,0,0,0.0,0.0,0,0,0,1.0,1,200,2,0,0,0,0,0,4.0,2.0,8.0,0,2.0,1.0,5.0,3.0,3.0,0
1442,8882.0,1.0,2.0,3.0,0,2.0,2.0,1,0,29.0,1,0.0,0.0,0,0,0,0,3.0,0,0,0.0,0.0,0,0,0,1.0,1,300,1,1,1,1,0,1,3.0,2.0,6.0,0,3.0,1.0,5.0,5.0,3.01,1
1443,8888.0,1.0,3.0,3.0,0,2.0,2.0,1,1,23.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,8760,1,0,0,1,1,0,5.0,1.0,7.0,0,3.0,1.0,3.0,4.0,2.0,0
1448,8917.0,1.0,3.0,3.0,0,2.0,2.0,1,1,23.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,2,1,0,1,0,1,4.0,3.0,6.0,0,1.0,1.0,6.0,3.0,3.01,0
1453,8947.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.25,1,0.0,0.0,0,0,0,0,9.0,0,770,0.0,0.0,0,0,0,1.0,1,10,2,1,0,0,0,0,3.0,0.0,8.0,0,3.0,1.0,3.0,1.0,1.0,0
1458,8977.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,2,0,0,0,0,1,4.0,6.0,6.0,0,3.0,1.0,6.0,6.0,5.0,0
1460,8990.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.583333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,6,2,0,0,0,1,1,4.0,1.0,6.0,0,3.0,1.0,3.0,3.0,3.0,0
1461,8993.0,1.0,3.0,3.0,0,2.0,2.0,0,1,25.916666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,3,1,0,0,0,0,0,5.0,5.0,8.0,0,1.0,1.0,5.0,5.0,1.0,0
1463,9000.0,1.0,3.0,3.0,0,2.0,2.0,0,0,26.416666666666668,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,30,1,0,0,1,1,1,5.0,4.0,7.0,1,4.0,1.0,4.0,4.0,4.0,1
1472,9042.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.833333333333332,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,0,6,3,0,0,1,1,1,5.0,8.0,8.0,0,3.0,1.0,5.0,3.0,4.0,0
1473,9045.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.0,0,0.0,0.0,0,0,0,0,1.0,0,485,0.0,0.0,0,0,0,1.0,0,45,2,0,0,0,0,0,4.0,1.0,6.0,0,2.0,1.0,4.0,4.0,2.0,0
1480,9059.0,1.0,1.0,3.0,0,2.0,2.0,0,1,24.25,1,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,20,3,1,0,1,1,0,3.0,0.0,7.0,0,2.0,1.0,5.0,5.0,2.0,0
1490,9111.0,1.0,3.0,3.0,0,2.0,2.0,0,1,24.083333333333332,0,0.0,0.0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,1.0,1,100,2,0,0,0,0,0,3.0,1.0,6.0,0,1.0,1.0,4.0,3.0,3.01,0
